clauseField,ftcCnclsns,clauseArticle,dvAntageous,illdcssBasiss,relateLaword,unfavorableProvision
5,1,"제 13 조(비밀유지 및 경업금지의무)
을은 계약기간 중 및 계약종료 후에도 갑에 대하여 동조에 의한 비밀유지 의무 등을 부담하고 있는 바, 계약의 존속 중 계약종료 후 2년 동안 갑의 허락 없이 자기 또는 제3자의 명의로 갑의 영업과 동종의 영업을 할 수 없다.",2,"대리점 사업자가 해당 자료를 이용하여 동일지역에서 동종의 경쟁사 제품 판매하거나, 도매상가로부터 사입 등을 통해 동종의 영업을 계속 영위할 경우 피청구인에게 손해가 발생할 것이 예상되는 점을 감안할 때 계약종료 후 2년까지 경업을 금지한 약관내용을 부당하다고 보기는 어렵다고 판단된다. 영업지역을 한정한 내용 없이 경업금지의 지역적 범위를 매우 광범위하게 규정하고 있어 고객에게 부당하게 불리한 조항이다.","제6조(일반원칙)
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
6,1,"제18조 (배상책임)
제1항 불의의 사고에 의해 을이 받은 손해 등 재난에 대하여 갑은 일체의 배상책임을 지지 아니한다. 다만, 갑의 고의로 을에게 불의의 사고가 생겼을 시에는 갑은 배상책임을 진다.",2,"해당 약관조항은 사업자인 시설 측의 면책권한을 인정하면서 사고 발생에 대하여 사업자의 고의가 있는 경우에만 배상책임을 지는 것으로 한정하고 있어 사업자의 과실 또는 부주의에 의해 초래될 수 되는 사건,사고에 대하여는 책임을 배제하여 사업자에게 지나치게 폭넓은 면책권한을 인정하게 된다.","제7조(면책조항의 금지) 계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항",2
38,1,"제26조 (회사의 대여계약 해지)
①회사는 다음 각 호의 어느 하나에 해당하는 경우에는 계약을 해지 할 수 있습니다.<sep>② 제2항에 따라 계약이 해지된 경우 회사는 대여요금을 반환하지 않습니다.",2,"해당 약관조항은 각 호에 열거된 사유에 해당하는 계약해지 시 대여요금을 반환하지 않는다고 규정하고 있는 바, 이는 임차인의 원상회복청구권을 부당하게 제한하거나, 계약해지로 인한 사업자의 원상회복의무를 경감하는 조항이다.","제9조(계약의 해제, 해지) 
계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항<sep>제9조(계약의 해제, 해지) 
계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
5. 계약의 해제 또는 해지로 인한 사업자의 원상회복의무나 손해배상의무를 부당하게 경감하는 조항",2
39,1,"제8조(평일회원 탈회) 
1) 회사는 탈회 승인을 할 경우 연회비를 제외한 입회 시 원금만을 반환한다.
2) 연회비는 연간 이용에 대한 자격이용권으로 양도, 양수 또는 반환되지 않는다.<sep>제5조(회원권 종류 및 양도) 
5) 평일회원의 입회금은 평일회원자격 보증금으로 회사가 예치받아 1년간 거치하며 탈회, 제명, 사망, 법인해산인 경우에는 연회비를 제외한 원금만 반환한다. 단 천재지변 등 불가항력의 사태가 발생할 시에는 이사회의 결의에 따라 일정기간 반환을 정지할 수 있다. ",2,"골프장 시설이용 회원계약과 같이 계속적 거래에 의한 채권관계가 종료될 때에는 계약당사자는 상호정산과 원상회복의무가 있으며, 채권이 그 성질상 양도를 허용하지 아니하는 경우를 제외하고 채권의 양도는 가능하다 할 것이고, 그럼에도 회원 탈회시 골프장 시설이용대가로 받는 연회비의 양도,양수를 제한하거나 반환하지 않는 것은 부당하다. 평일회원의 탈회, 제명, 사망 및 법인이 해산될 경우에도 회원의 귀책사유를 불문하고 연회비를 반환하지 않는 것은 부당하므로 회원의 골프장시설 미사용 잔여기간에 대해서는 정산하여야 할 것이고, 따라서 위 약관조항은 사업자가 계약의 해제,해지로 인한 사업자의 원상회복의무나 손해배상의무를 부당하게 경감하는 조항이다.","제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항",2
1,1,"제4조(배달지역)
제1항 제3호(a)를 제한하지 않으면서, 재가맹계약자는 재가맹사업자의 사전 서면동의 없이는 개가맹사업자에 의하여 지정되어 본 계약에 첨부된 비독점적인 지리적 서비스 지역 밖으로 배달하거나, 배달을 제안, 또는 광고해서는 안된다. 위 지역은 재가맹사업자의 재량에 의하여 수시로 축소되거나 확장될 수 있다.",2,가맹점사업자는 이러한 배달지역 내에서만 영업할 수 있으므로 배달지역과 관련한 사항은 양 당사자의 이해관계와 관련된 중요한 사항이다. 아무런 제한 없이 피심인이 이미 정해진 배달지역을 언제나 변경할 수 있다는 것은 피심인에게 지나치게 재량을 부여한 것이다. 이러한 피심인의 재량으로 인하여 가맹점사업자는 예상치 못하게 배달지역이 축소되어 매출이 감소되는 등 손해를 입을 수도 있다.,"제10조(채무의 이행) 
채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부(給付)의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
2,1,"제16조(관할법원)
본 계약과 관련하여 제기되는 소송의 관할법원은 서울민사지방법원으로 한다",2,"상기 약관조항처럼 다수의 고객과의 거래에 이용하기 위한 보통거래약관에 사업자에게 유리한 법원을 관할법원으로 약정한 것은 동관할지역외에 소재하는 고객을 피고로 하는 경우 고객에게 응소상의 큰 불편을 초래할 우려가 있으므로, 이는 민사소송법상의 관할법원규정 보다 고객에게 부당하게 불리한 재판관할의 합의조항이다.","제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항
2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항<sep>제17조(불공정약관조항의 사용금지) 
사업자는 제6조부터 제14조까지의 규정에 해당하는 불공정한 약관 조항(이하  불공정약관조항 이라 한다)을 계약의 내용으로 하여서는 아니 된다.<sep>제17조의2(시정 조치) 
① 공정거래위원회는 사업자가 제17조를 위반한 경우에는 사업자에게 해당 불공정약관조항의 삭제,수정 등 시정에 필요한 조치를 권고할 수 있다.",2
26,1,"여행계약서
본인은 뒷면의 계약내용을 숙지하였음을 서명날인하여 본 계약서를 작성합니다. (본 계약이 체결됨과 동시에 약관설명의무를 다한 것으로 본다)",2,사업자는 약관에 정하여져 있는 중요한 내용을 고객이 이해할 수 있도록 설명하여야 하는 설명의무가 있으며(약관법 제3조제2항) 이를 위반한 사업자는 당해 계약에서 관련되는 약관을 계약의 내용으로 주장할 수 없다. 원칙적으로 약관법상 사업자의 설명의무를 달리 면제해야 할 근거가 없다. 계약이 체결되기만 하면 약관 설명의무를 다한 것으로 간주하는 동 약관조항은 여행사업자의 고의 또는 중과실로 인한 법률상의 책임(사업자의 약관설명의무 위반으로 인한 책임)을 배제하는 조항인 동시에 고객에게 부당하게 불리한 조항이다.,"제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항<sep>제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",2
28,1,"(계약인수 확인 등 개인신용정보의 제공,활용 동의서)
ㅇ 본인(양수인)이 양도양수 계약 후 의무사용기간 (1년) 내에 해약 및 상품변경을 할 경우에는 약관 11조에 의한 위약금을 000에게 지급하는데 동의합니다.",2,렌탈료 미납과 같은 위험은 양도양수 계약 체결 당시 실시하는 신용정보 조회를 통해 최소화할 수 있고 양수인의 렌탈료 미납 위험은 피심인이 당해 양도에 대한 동의를 하는 시점에서 고려하여야 할 사안이다. 따라서 의무 재약정이라는 추가적인 의무 부담을 부가하는 것은 양도의 의미를 왜곡시키는 것이며 고객에게 부당하게 불리한 조항이다.,"제6조(일반원칙)
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
3,1,"제6조 (분양면적의 증감과 정산)
제2항. 갑은 허가관청의 요청이나 특성 및 분양용도상 필요한 경우 을의 사전동의 없이 증축, 개축, 감축 및 일부 설계 변경할 수 있으며 이로 인한 전체대지 또는 전체 건물면적에 변동이 있을 시을은 이의를 제기하지 아니한다.",2,"피심인의 현행 약관은 분양사업자는 허가관청의 요청이나 특성 및 분양용도상 필요한 경우 수분양자의 사전 동의 없이 증축, 개축, 감축 및 설계 변경할 수 있도록 하면서 이로 인한 전체대지 또는 전체 건물면적에 변동이 있더라도 수분양자인 매수인은 이의를 제기하지 못하도록 하여 사업자의 필요에 따라 사전 동의 없이 면적의 증감이나 설계변경을 할 수 있도록 하고 있으며, 면적감소에 대하여도 이의를 제기하지 못하도록 하는 바, 이는 상당한 이유없이 사업자의 담보 이는 상당한 이유없이 사업자의 담보책임을 배제 또는 제한하는 조항이고,사업자가 일방적으로 결정하거나 변경할수 있도록 권한을 부여하는 조항이다.","제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 상당한 이유 없이 사업자의 담보책임을 배제 또는 제한하거나 그 담보책임에 따르는 고객의 권리행사의 요건을 가중하는 조항<sep>제10조(채무의 이행) 
채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
33,1,"제14조 (회원의 채무불이행 효과)
⑤ 을은 제4조 의무사항을 준수하였고 갑이 제3조 의무사항을 위반하여 을에게 발생할 수 있는 손해를 갑은 을과 협의하여 손해배상할 의무가 있다. 단, 을이 제4조 의무사항을 위반하여 발생한 손해에 대해서는 갑은 을에게 손해배상할 의무가 없다.",2,갑이 의무사항을 위반할 경우는 손해를 배상함에 있어 을과 협의하여야 하지만 을이 의무사항을 위반하여 손해가 발생하였을 경우에는 갑은 손해를 배상할 의무가 없다고 약관상에 규정함으로써  약관법 제7조제1호 및 제6조제2항제1호에 해당한다.,"제7조(면책조항의 금지) 계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항<sep>제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",2
7,1,"제3조(약관의 명시․설명의무)
제1항 사업자는 계약체결에 있어서 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 명시하고, 고객이 요구할 때에는 당해 약관의 사본을 고객에게 교부하여 이를 알 수 있도록 하여야 한다.  다만, 다른 법률의 규정에 의하여 행정관청의 인가를 받은 약관으로서 거래의 신속을 위하여 필요하다고 인정되어 대통령령이 정하는 약관에 대하여는 그러하지 아니하다.",2,약관의 명시의무는 약관의 성격이 법규가 아닌 계약의 일종이라는 점에서 편입통제의 방법으로 약관명시의무를 사업자에게 부과한 것은 고객으로 하여금 약관의 내용을 인식할 수 기회를 제공하도록 하는데 그 의의가 있다. 신용카드사가 고객에게 교부하는 약관은 통상 다른 분야의 약관에서 정한 글자 크기보다 지나치게 작은 글자를 사용하여 평균적인 고객으로 하여금 읽기 곤란한 정도라 할 수 있다. 신용카드사가 개인회원약관조항을 지나치게 작은 글자로 정한 것은 사업자가 계약체결에 있어서 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 명시한 것으로 볼 수 없을 것이므로 약관법 제3조 제1항 전단에서 정한 사업자의 약관명시의무를 위반한 것이다.,"제3조(약관의 작성 및 설명의무 등) 
① 사업자는 고객이 약관의 내용을 쉽게 알 수 있도록 한글로 작성하고, 표준화,체계화된 용어를 사용하며, 약관의 중요한 내용을 부호, 색채, 굵고 큰 문자 등으로 명확하게 표시하여 알아보기 쉽게 약관을 작성하여야 한다. ",1
36,1,"제8조 (계약의 해제))
ㅇ 고객 
제1항 예약취소 시 계약금은 반환되지 않는다
ㅇ 영업장
제3항 계약 후 5일 이내에 해약할 경우 계약금을 계약자에게 반환한다.",2,예약 취소시점이 예식일을 기준으로 어느 정도 남아 있는지 상관없이 계약체결 후 5일 경과 후 해지하면 계약금을 반환하지 않는다는 것으로서 극단적으로는 예식일로부터 5개월이나 남겨두고 취소하는 경우에도 계약금을 반환하지 않는 결과를  초래하게 된다.,"제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
25,1,"제17조(광고 게재)
제2항 사가 제공하는, 제3자가 주체인, 제1항의 광고에 회원이 참여하거나 교신 또는 거래를 함으로써 발생하는 손실과 손해에 대해서는 회원의 책임으로 합니다.",2,광고 게재에 따른 책임을 일괄하여 면책하고 있는 위 조항들은 사업자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항 이다.,"제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항<sep>제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 상당한 이유 없이 사업자의 손해배상 범위를 제한하거나 사업자가 부담하여야 할 위험을 고객에게 떠넘기는 조항<sep>제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",2
5,1,"제 3 조(계약해지 및 정산관계)
갑과 을은 본 계약이 해지되었을 경우 지체 없이 다음 각 호의 사항을 이행하여야 한다. 만약 이행치 않아 손해가 발생한 경우 각각 책임부분에 대하여 손해배상을 하여야 한다.
1. 계약이 해지된 날로부터 60일 이내에 그 간의 거래에 관한 모든 사항을 갑과 을이 협의및 확인하여 정산하여야 한다.(갑은 정산 완료 후 180일 이내에 을에게 보증금을 반환한다.)
2. 을은 갑에 대한 채무 잔액을 정산 즉시 지급해야 한다.",2,"청구인의 피청구인에 대한 채무 잔액 지급의무와 피청구인의 물품보증금 반환의무는 동시이행관계에 있으므로 청구인이 피청구인과 물품대금을 정산하고 잔존하는 채무를 지급 완료한 경우, 피청구인 역시 청구인에게 물품보증금을 즉시 반환하는 것이 원칙이다. 피청구인이 사용하는 약관에서는 청구인은 피청구인에 대한 채무 잔액을 정산 즉시 지급하도록 규정한 반면, 피청구인은 정산 완료 후 180일 이내에 물품보증금을 반환하도록 규정하고 있어 청구인의 동시이행항변권을 제한하고 있다. ","제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
6,1,"제18조 (배상책임)
제4항 고열에 의한 심장, 폐질환에 의한 돌연사, 골다공증 등에 의한 골절, 와상 생활로 인한 욕창, 위급상황 발생에 따른 병원 후송, 합병증에 의한 사망 등에 대하여는 민, 형사상 책임을 묻지 않는다.",2,해당 조항은 심신이 쇠약한 입소자들의 특성상 자주 발생할 수 있는 질병으로 인한 위험이라는 이유만으로 사업자의 귀책여부에 관계없이 무조건 이의제기를 하지 못하도록 하여 사업자가 부담해야 할 위험을 고객에게 전가하고 있다.,"제7조(면책조항의 금지) 계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 상당한 이유 없이 사업자의 손해배상 범위를 제한하거나 사업자가 부담하여야 할 위험을 고객에게 떠넘기는 조항",2
38,1,"제39조 (자동차 고장이나 사고 발생 시 준수사항 등)
① 회원은 자동차의 견인, 수리 또는 다른 비용 지출이 발생하였을 경우에는 000와 계약된업체를 이용하여야 합니다. 회원이 000와 계약된 업체 외의 다른 업체를 이용하였을 경우에는 제5항과 같이 그 지출 비용에 대한 상환 상 제한이 발생할 수 있습니다.<sep>② 제4항에서 회원이 지정된 업체 외의 다른 업체를 이용한 경우 그 지출 비용에 대한 상환은 다음 각 호와 같이 이루어집니다.
1. 지출비용이 10,000원 미만인 경우, 영수증 제출 시 회원의 월간 청구서에서 공제가 가능합니다.
2. 지출비용이 10,000원 이상인 경우, 사전에 회사의 허가를 받은 경우와 운전자의 과실이아닌 자동차의 고장으로 인한 비용 지출인 경우에 한하여 공제가 가능합니다.",2,"해당 약관조항에는 자동차의 견인, 수리 등이 발생할 경우 사업자와 계약된 업체만을 이용하도록 규정하고, 지정된 업체 외에 다른 업체 이용 시 비용 상환에 제한을 두거나 책임을 지지 않는다는 규정을 두어 실질적으로 지정업체의 이용을 강제하고 있다. 이는 고객에게 부당하게 불리한 약관조항이다.","제6조(일반원칙)
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
39,1,"제7조(회원 탈퇴 및 자격 상실 등) 
5. 평일회원은 탈회를 원할 경우 탈회 의사를 탈회 1개월 전까지 회사에 서면으로 알려야 하며 탈회서류 접수일로부터 회사는 입회금 원금에 한하여 30일 이내에 반환하여야 한다. ",2,"기존 회원이 탈회하면서 입회금 반환을 요구할 경우 지체없이 반환하여야 함에도 탈회 1개월전 회사에 서면통보한 후 탈회서류 접수일로부터 30일 이내에 반환하는 것은 체육시설업자가 입회금의 반환시기(원상회복의무의 이행기)를 지연할 우려가 있으므로 부당하다 할 것이다. 회원이 1개월 전에 탈회 의사표시를 한 후 탈회 접수일로부터 30일 이내 반환하는 것은 회원자격기간(1년)에 비해 입회금 반환의 유예기간이 장기라고 봄이 상당하고, 따라서 상기 약관조항은 사업자가 계약의 해제,해지로 인한 사업자의 원상회복의무나 손해배상의무를 부당하게 경감하는 조항이다.","제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항",2
1,1,"제33조 기타합의사항
① 을은 갑이 장래에 이 계약의 전부 또는 일부를 갑의 관계회사 또는 제3자에게 양도하는 일이 있을 수 있다는 사실을 미리 승낙하기로 한다.",2,"영업양도는 영업재산의 이전을 목적으로 하는 채권ㆍ채무를 발생시키는 채권계약이며, 이에 의하여 영업재산을 직접 이전시키는 효력이 발생하는 처분행위는 아니다. 포괄적 승계가 인정되지 않고 특정승계의 방법에 의하여 재산의 종류에 따라 개별적으로 이전행위를 하여야 한다. 피심인과 가맹점사업자의 계약에서 피심인의 계약당사자 지위를 양수인으로 변경하는 것으로써 계약인수에 해당하므로 계약인수의 유효요건을 갖추어야 한다. 피심인에서 양수인으로 계약인수가 유효하려면 피심인, 양수인, 가맹점사업자 간의 합의 또는 피심인, 양수인 간의 합의와 가맹점사업자의 동의 내지 승낙이 필요하다. 더군다나 가맹사업의 경우 가맹점사업자는 가맹본부가 제공하는 물품이나 관리서비스에 전적으로 의존하고 있으므로 계약상대방인 가맹본부가 변경되는 것은 가맹점사업자에게 중대한 이해관계를 갖는 사안이다.","제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항",2
25,1,"제6조 휴면 넥슨 아이디 정책
제6조의2항 휴면 상태로 분류된 경우, 안내메일 또는 공지사항 발표 후 일주일 간의 안내 기간을 거쳐 넥슨 아이디 또는 캐릭터의 모든 정보가 삭제되며 복구되지 않습니다. 고객은 안내 기간 중 게임 접속 등을 통해 휴면 상태를 해제할 수 있습니다.",2,계정 삭제 조치 전 통지 기간을 지나치게 짧게 부여하는 위 조항들은 고객에게 부당하게 불리한 조항이다.,"제6조(일반원칙) 
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
2,1,"제2조(공급 계약량)
제2항 갑은 다음 각호의 경우를 감안하여 을에 대한 실제 공급량을 증감할 수 있다.
제1호 갑의 생산여건 변화     
제2호국내 수급 여건
제3호 국내 수송조건           
제4호 을의 판매능력 및 대금결제능력
제5호 시장질서 유지            
제6호 정부 시책",2,"시멘트공급업자인 피심인이 자신의 생산이나 수송여건에 따라 당초 약정한 물량보다 임의로 증량하여 공급할 수도 있으므로, 이는 고객에 대하여 부당하게 불리한 조항이다.","제6조(일반원칙) 
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
26,1,"대한항공 여행약관 제19조(재판의 관할)
 이 계약의 내용 또는 여행비의 환불 등에 관하여 당사와 여행자, 기타 이해관계인과의 사이에 분쟁이 있는 경우에는 서울지방법원 본원으로 한다.",2,"모든 재판관할 합의가 반드시 부당하다고 할 수 없으나 그로 인한 재판관할 합의의 유효성은 당사자 사이에 개별적이고 명백한 특약이 있는 경우에 한하고 민사소송법상의 관할법원 규정보다 고객에게 불리한 전속관할법원 조항을포함시키는 것은 경제적 약자인 고객에게 응소상의 불이익을 초래할 우려가 있으므로, 결국 위 약관조항은 고객에 대하여 부당하게 불리한 재판관할의 합의조항이다.","제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항
  2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항
",2
28,1,"(계약인수 확인 등 개인신용정보의 제공‧활용 동의서)
ㅇ 본인(양수인)이 양도양수 계약 후 의무사용기간 1년 내에 해약 및 상품변경을 할 경우에는 약관 11조에 의한 위약금을 000에게 지급하는데 동의합니다. ",2,렌탈료 미납과 같은 위험은 양도양수 계약 체결 당시 실시하는 신용정보 조회를 통해 최소화할 수 있고 양수인의 렌탈료 미납 위험은 피심인이 당해 양도에 대한 동의를 하는 시점에서 고려하여야 할 사안이다. 의무 재약정이라는 추가적인 의무 부담을 부가하는 것은 양도의 의미를 왜곡시키는 것이며 고객에게 부당하게 불리하다.,"제6조(일반원칙)
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
3,1,"00000 분양계약서,00000 분양계약서
17조 (기타사항)
제8항. 본 계약에 관한 소송은 서울지방법원을 관할 법원으로 한다.
제17조 (기타)
제8항. 본 계약에 관한 소송은 서울지방법원을 관할 법원으로 한다.",2,"개별 약정이 아닌 약관에 의해 민사소송법상의 관할법원조항보다 고객에 대하여 불리하게 규정한 것은 경제적 약자인 고객(매수인)에게 제소 및 응소상의 불편을 초래할 우려가 있는 바, 그러한 내용으로 되어 있는 현행 약관조항은 고객에 대하여 부당하게 불리한 재판관할의 합의조항이다.","제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
33,1,"제10조 (장례 서비스의 내용)
반품은 소비자보호법에 의거하여 15일 이후에는 반품할 수 없다.",2,해당 약관조항은 상당한 이유없이 사업자의 담보 책임을 제한하는 이다.,"제7조(면책조항의 금지) 계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 상당한 이유 없이 사업자의 담보책임을 배제 또는 제한하거나 그 담보책임에 따르는 고객의 권리행사의 요건을 가중하는 조항",2
7,1,"제3조(약관의 명시․설명의무)
제1항 사업자는 계약체결에 있어서 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 명시하고, 고객이 요구할 때에는 당해 약관의 사본을 고객에게 교부하여 이를 알 수 있도록 하여야 한다.  다만, 다른 법률의 규정에 의하여 행정관청의 인가를 받은 약관으로서 거래의 신속을 위하여 필요하다고 인정되어 대통령령이 정하는 약관에 대하여는 그러하지 아니하다. ",2,약관의 명시의무는 약관의 성격이 법규가 아닌 계약의 일종이라는 점에서 편입통제의 방법으로 약관명시의무를 사업자에게 부과한 것은 고객으로 하여금 약관의 내용을 인식할 수 기회를 제공하도록 하는데 그 의의가 있다. 신용카드사가 고객에게 교부하는 약관은 통상 다른 분야의 약관에서 정한 글자 크기보다 지나치게 작은 글자를 사용하여 평균적인 고객으로 하여금 읽기 곤란한 정도라 할 수 있다. 신용카드사가 개인회원약관조항을 지나치게 작은 글자로 정한 것은 사업자가 계약체결에 있어서 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 명시한 것으로 볼 수 없을 것이므로 약관법 제3조 제1항 전단에서 정한 사업자의 약관명시의무를 위반한 것이다.,"제3조(약관의 작성 및 설명의무 등) 
① 사업자는 고객이 약관의 내용을 쉽게 알 수 있도록 한글로 작성하고, 표준화,체계화된 용어를 사용하며, 약관의 중요한 내용을 부호, 색채, 굵고 큰 문자 등으로 명확하게 표시하여 알아보기 쉽게 약관을 작성하여야 한다. ",1
